model,brand_name,price,price_original,price_currency,price_idr,rating,processor,processor_brand,processor_series,processor_score,processor_level,ram,ram_num,ram_class,memory_type,memory_size,storage_class,gpu_brand,gpu_type,gpu_score,gpu_level,os,os_family,display_size,display_class,resolution_height,resolution_width,resolution_class,touch_screen,touchscreen_label,warranty,warranty_class,price_class,label_kebutuhan,predicted_label,prediction_confidence,alasan_label,prob_administrasi_perkantoran,prob_desain_grafis,prob_editing_video,prob_programming
HP Omen Transcend 14-fb0007TX Gaming Laptop (Intel Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),HP,126990,126990,INR,24128100,4.65,Intel Core Ultra 7 Series 1 155H,Intel,Core Ultra 7,4,High,16 GB LPDDR5x RAM,16,High,SSD,1000,Large,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,14.0,Medium,2880,1800,Full HD,False,No,1,1 Year,Premium,Editing Video,Editing Video,0.9997,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0003,0.9997,0.0
MSI Cyborg 15 AI A1VFK-049IN Gaming Laptop (Intel Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),MSI,101990,101990,INR,19378100,4.3,Intel Core Ultra 7 Series 1 155H,Intel,Core Ultra 7,4,High,16 GB DDR5 RAM,16,High,SSD,1000,Large,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,2,2 Years,High,Editing Video,Editing Video,0.9993,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0007,0.9993,0.0
Apple MacBook Air 2024 MRXW3HN/A Laptop (Apple M3/ 8GB/ 512GB SSD/ MacOS),Apple,113900,113900,INR,21641000,4.3,Apple M3,Apple,Other,4,High,8 GB  RAM,8,Standard,SSD,512,Standard,Apple,Integrated,3,Dedicated Entry,Mac,Mac,13.6,Small,2560,1664,Full HD,False,No,1,1 Year,High,Desain Grafis,Desain Grafis,0.9995,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,0.9995,0.0005,0.0
MSI Vector 16 HX A14VGG-279IN Gaming Laptop (14th Gen Core i7/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),MSI,189990,189990,INR,36098100,4.45,14th Gen Intel Core i7 14700HX,Intel,Core i7,4,High,32 GB DDR5 RAM,32,Premium,SSD,1000,Large,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,16.0,Large,2560,1600,Full HD,False,No,2,2 Years,Premium,Editing Video,Editing Video,1.0,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0,1.0,0.0
MSI Thin A15 AI B7VE-066IN Gaming Laptop (AMD Ryzen 5 7535H/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),MSI,73490,73490,INR,13963100,4.5,7th Gen AMD Ryzen 5 7535HS,AMD,Ryzen 5,3,Mid,16 GB DDR4 RAM,16,High,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,2,2 Years,High,Desain Grafis,Desain Grafis,0.9997,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,0.9997,0.0003,0.0
HP Victus 15-fa1099TX Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),HP,58900,58900,INR,11191000,4.25,12th Gen Intel Core i5 12450H,Intel,Core i5,3,Mid,16 GB DDR4 RAM,16,High,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,16.1,Large,1920,1080,Full HD,False,No,1,1 Year,Medium,Desain Grafis,Desain Grafis,1.0,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,1.0,0.0,0.0
Xiaomi Redmi Book Pro 16 2024 Laptop (Intel Core Ultra 5/ 32GB/ 1TB SSD/ Win 11),Xiaomi,69990,69990,INR,13298100,4.05,Intel Core Ultra 5 Series 1 125H,Intel,Core Ultra 5,3,Mid,32 GB LPDDR5x RAM,32,Premium,SSD,1000,Large,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,16.0,Large,3072,1920,High Resolution,False,No,1,1 Year,Medium,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
Dell 15 G15-5530 Gaming Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),Dell,77990,77990,INR,14818100,4.05,13th Gen Intel Core i5 13450HX,Intel,Core i5,3,Mid,16 GB DDR5 RAM,16,High,SSD,1000,Large,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,High,Desain Grafis,Desain Grafis,0.9996,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,0.9996,0.0004,0.0
Lenovo LOQ 15IRX9 83DV007FIN Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),Lenovo,114990,114990,INR,21848100,4.7,14th Gen Intel Core i7 14700HX,Intel,Core i7,4,High,16 GB DDR5 RAM,16,High,SSD,1000,Large,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,High,Editing Video,Editing Video,0.9991,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0009,0.9991,0.0
HP Omen 16-xf0081AX Gaming Laptop (AMD Ryzen 7 7840HS/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),HP,135999,135999,INR,25839810,4.35,7th Gen AMD Ryzen 7 7840HS,AMD,Ryzen 7,4,High,32 GB DDR5 RAM,32,Premium,SSD,1000,Large,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,16.0,Large,1440,2560,Full HD,False,No,1,1 Year,Premium,Editing Video,Editing Video,1.0,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0,1.0,0.0
Lenovo Ideapad Slim 3 Chrome 14M868 82XJ002LHA Laptop (MediaTek Kompanio 520/ 4GB/ 128GB eMMC/ Chrome OS),Lenovo,12990,12990,INR,2468100,4.65,MediaTek Kompanio 520 Kompanio 520,MediaTek,Other,1,Entry,4 GB LPDDR4X RAM,4,Low,eMMC Storage,128,Low,ARM,Integrated,1,Integrated Basic,Chrome,Chrome,14.0,Medium,1366,768,Standard,False,No,1,1 Year,Low,Administrasi/Perkantoran,Administrasi/Perkantoran,1.0,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",1.0,0.0,0.0,0.0
Infinix INBook Y4 Max Series YL613 Laptop (13th Gen Core i3/ 16GB/ 512GB SSD/ Win 11 Home),Infinix,59990,59990,INR,11398100,4.45,13th Gen Intel Core i3 1315U,Intel,Core i3,2,Basic,16 GB LPDDR4X RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,16.0,Large,1920,1200,Full HD,False,No,1,1 Year,Medium,Administrasi/Perkantoran,Administrasi/Perkantoran,0.9961,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",0.9961,0.0,0.0,0.0039
Chuwi Gemibook X Pro Laptop (Intel Celeron N100/ 8 GB/ 256 GB SSD/ Win11 Home),Chuwi,17990,17990,INR,3418100,4.45,12th Gen Intel N100 N100,Intel,Other,1,Entry,8 GB LPDDR5 RAM,8,Standard,SSD,256,Basic,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,14.1,Medium,1920,1080,Full HD,False,No,1,1 Year,Low,Administrasi/Perkantoran,Administrasi/Perkantoran,1.0,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",1.0,0.0,0.0,0.0
Asus Chromebook CX1500CKA-EJ0247 Laptop (Celeron N4500/ 8GB/ 128GB eMMC/ Chrome OS),Asus,15990,15990,INR,3038100,4.4,Intel Celeron N4500,Intel,Celeron,1,Entry,8 GB LPDDR4X RAM,8,Standard,Hard Disk,128,Low,Intel,Integrated,1,Integrated Basic,Chrome,Chrome,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Low,Administrasi/Perkantoran,Administrasi/Perkantoran,1.0,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",1.0,0.0,0.0,0.0
HP Victus 15-fb0157AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,51999,51999,INR,9879810,4.3,5th Gen AMD Ryzen 5 5600H,AMD,Ryzen 5,3,Mid,8 GB DDR4 RAM,8,Standard,SSD,512,Standard,AMD,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Desain Grafis,Desain Grafis,0.9999,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,0.9999,0.0,0.0001
Zebronics Pro Series Z ZEB-NBC 4S Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Zebronics,36990,36990,INR,7028100,4.75,12th Gen Intel Core i5 1235U,Intel,Core i5,3,Mid,16 GB DDR4 RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Low,Programming,Programming,0.9999,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0001,0.0,0.0,0.9999
Zebronics ZEB-NBC 5S Laptop (12th Gen Core i7 / 16GB/ 512GB SSD/ Win11 Home),Zebronics,41990,41990,INR,7978100,4.05,12th Gen Intel Core i7 1255U,Intel,Core i7,4,High,16 GB DDR4 RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
Acer Aspire 7 A715-76G UN.QMYSI.002 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Acer,53990,53990,INR,10258100,4.55,12th Gen Intel Core i5 12450H,Intel,Core i5,3,Mid,16 GB DDR4 RAM,16,High,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Desain Grafis,Desain Grafis,1.0,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,1.0,0.0,0.0
HP Victus 15-fb0150AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),HP,52900,52900,INR,10051000,4.15,5th Gen AMD Ryzen 5 5600H,AMD,Ryzen 5,3,Mid,16 GB DDR4 RAM,16,High,SSD,512,Standard,AMD,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Desain Grafis,Desain Grafis,0.9999,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,0.9999,0.0,0.0001
Asus TUF Gaming F15 FX577ZC-HN192W Gaming Laptop (12th Gen Core i7/ 16GB/1TB SSD/ Win11 / 4GB Graph),Asus,79990,79990,INR,15198100,4.4,12th Gen Intel Core i7 12700H,Intel,Core i7,4,High,16 GB DDR5 RAM,16,High,SSD,1000,Large,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,High,Editing Video,Editing Video,0.9994,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0006,0.9994,0.0
HP Pavilion x360 14-ek1074TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),HP,70990,70990,INR,13488100,4.55,13th Gen Intel Core i5 1335U,Intel,Core i5,3,Mid,16 GB DDR4 RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,14.0,Medium,1920,1080,Full HD,True,Yes,1,1 Year,High,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
MSI Katana 15 B13VFK-843IN Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),MSI,119990,119990,INR,22798100,4.05,13th Gen Intel Core i9 13900H,Intel,Core i9,5,Premium,16 GB DDR5 RAM,16,High,SSD,1000,Large,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,2,2 Years,High,Editing Video,Editing Video,1.0,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0,1.0,0.0
Asus Vivobook 15 X1502ZA-EJ541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Asus,54489,54489,INR,10352910,4.7,12th Gen Intel Core i5 12500H,Intel,Core i5,3,Mid,16 GB DDR4 RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
Asus ROG Strix G16 2023 G614JV-N4141WS Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),Asus,159990,159990,INR,30398100,4.35,13th Gen Intel Core i9 13980HX,Intel,Core i9,5,Premium,16 GB DDR5 RAM,16,High,SSD,1000,Large,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,16.0,Large,2560,1600,Full HD,False,No,1,1 Year,Premium,Editing Video,Editing Video,1.0,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0,1.0,0.0
Asus Vivobook Pro 15 OLED K6502VU-MA541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),Asus,94990,94990,INR,18048100,4.5,13th Gen Intel Core i5 13500H,Intel,Core i5,3,Mid,16 GB DDR5 RAM,16,High,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,2880,1620,Full HD,False,No,1,1 Year,High,Desain Grafis,Desain Grafis,1.0,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,1.0,0.0,0.0
HP 15s-fr5009TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),HP,36490,36490,INR,6933100,4.05,12th Gen Intel Core i3 1215U,Intel,Core i3,2,Basic,8 GB DDR4 RAM,8,Standard,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Low,Administrasi/Perkantoran,Administrasi/Perkantoran,1.0,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",1.0,0.0,0.0,0.0
Asus Vivobook 15 2023 X1504VA-NJ524WS Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Asus,45990,45990,INR,8738100,4.35,13th Gen Intel Core i5 1335U,Intel,Core i5,3,Mid,8 GB DDR4 RAM,8,Standard,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
HP 15-fc0026AU Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),HP,29990,29990,INR,5698100,4.05,7th Gen AMD Ryzen 3 7320U,AMD,Ryzen 3,2,Basic,8 GB LPDDR5 RAM,8,Standard,SSD,512,Standard,AMD,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Low,Administrasi/Perkantoran,Administrasi/Perkantoran,0.9998,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",0.9998,0.0,0.0,0.0002
Asus Vivobook Go 15 OLED 2023 E1504FA-LK541WS Laptop (Ryzen 5 7520U / 16GB/ 512GB SSD/ Win11 Home),Asus,48490,48490,INR,9213100,4.2,7th Gen AMD Ryzen 5 7520U,AMD,Ryzen 5,3,Mid,16 GB LPDDR5 RAM,16,High,SSD,512,Standard,AMD,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Programming,Programming,0.9999,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0001,0.0,0.9999
HP 15s-fq5007TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),HP,34800,34800,INR,6612000,4.65,12th Gen Intel Core i3 1215U,Intel,Core i3,2,Basic,8 GB DDR4 RAM,8,Standard,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Low,Administrasi/Perkantoran,Administrasi/Perkantoran,1.0,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",1.0,0.0,0.0,0.0
HP Victus 15-fb0082AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,53400,53400,INR,10146000,4.4,5th Gen AMD Ryzen 5  5600H,AMD,Ryzen 5,3,Mid,8 GB DDR4 RAM,8,Standard,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Desain Grafis,Desain Grafis,1.0,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,1.0,0.0,0.0
Asus ProArt StudioBook Pro 16 OLED H7600ZW-L911W Laptop (12th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),Asus,179990,179990,INR,34198100,4.6,12th Gen Intel Core i9 12900H,Intel,Core i9,5,Premium,32 GB DDR5 RAM,32,Premium,SSD,1000,Large,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,16.0,Large,3840,2400,High Resolution,False,No,1,1 Year,Premium,Editing Video,Editing Video,1.0,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0,1.0,0.0
Asus Zenbook A14 UX3407RA-QD054WS Laptop (Snapdragon X Elite X1E 78 100/ 16GB/ 512GB SSD/ Win11),Asus,129990,129990,INR,24698100,4.0,Qualcomm Snapdragon X Elite X1E 78 100,Qualcomm,Snapdragon,2,Basic,16 GB LPDDR5X RAM,16,High,SSD,512,Standard,Qualcomm,Integrated,1,Integrated Basic,Windows 11,Windows,14.0,Medium,1920,1200,Full HD,False,No,1,1 Year,Premium,Administrasi/Perkantoran,Administrasi/Perkantoran,1.0,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",1.0,0.0,0.0,0.0
Asus Zenbook A14 UX3407QA-QD259WS Laptop (Snapdragon X X1 26 100/ 16GB/ 512GB SSD/ Win11),Asus,99990,99990,INR,18998100,4.45,Qualcomm Snapdragon X X1 26 100,Qualcomm,Snapdragon,2,Basic,16 GB LPDDR5X RAM,16,High,SSD,512,Standard,Qualcomm,Integrated,1,Integrated Basic,Windows 11,Windows,14.0,Medium,1920,1200,Full HD,False,No,1,1 Year,High,Administrasi/Perkantoran,Administrasi/Perkantoran,1.0,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",1.0,0.0,0.0,0.0
Dell Inspiron 5640 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Dell,65990,65990,INR,12538100,4.65,13th Gen Intel Core i5 1334U,Intel,Core i5,3,Mid,16 GB DDR5 RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,16.0,Large,1920,1200,Full HD,False,No,1,1 Year,Medium,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
Asus Vivobook 16X K3605VC-RP413WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Asus,75990,75990,INR,14438100,4.55,13th Gen Intel Core i5 13420H,Intel,Core i5,3,Mid,16 GB DDR4 RAM,16,High,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,16.0,Large,1920,1200,Full HD,False,No,1,1 Year,High,Desain Grafis,Desain Grafis,0.9997,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,0.9997,0.0003,0.0
Asus Vivobook 16 X1605VA-MB9999WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home),Asus,99990,99990,INR,18998100,4.25,13th Gen Intel Core i9 13900H,Intel,Core i9,5,Premium,16 GB  RAM,16,High,SSD,1000,Large,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,16.0,Large,1920,1200,Full HD,False,No,1,1 Year,High,Programming,Programming,0.9988,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0004,0.0,0.0008,0.9988
Dell Inspiron 5440 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),Dell,76377,76377,INR,14511630,4.65,13th Gen Intel Core i5 1334U,Intel,Core i5,3,Mid,16 GB  RAM,16,High,SSD,1000,Large,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,14.0,Medium,1920,1200,Full HD,False,No,1,1 Year,High,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
Asus Vivobook Go 14 E1404FA-NK5542WS Laptop (Ryzen 5 7520U / 16GB/ 512GB SSD/ Win11),Asus,41990,41990,INR,7978100,4.25,7th Gen AMD Ryzen 5 7520U,AMD,Ryzen 5,3,Mid,16 GB LPDDR5 RAM,16,High,SSD,512,Standard,AMD,Integrated,1,Integrated Basic,Windows 11,Windows,14.0,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Programming,Programming,0.9999,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0001,0.0,0.9999
Asus Zenbook A14 Laptop (Snapdragon X X1 26 100/ 16GB/ 512GB SSD/ Win11 Home),Asus,99999,99999,INR,18999810,4.15,Qualcomm Snapdragon X X1 X X1 26 100,Qualcomm,Snapdragon,2,Basic,16 GB  RAM,16,High,SSD,512,Standard,Qualcomm,Integrated,1,Integrated Basic,Windows 11,Windows,14.0,Medium,1920,1200,Full HD,True,Yes,1,1 Year,High,Administrasi/Perkantoran,Administrasi/Perkantoran,1.0,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",1.0,0.0,0.0,0.0
HP Victus 15-fa2700TX  Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),HP,74990,74990,INR,14248100,4.6,13th Gen Intel Core i5 13420H,Intel,Core i5,3,Mid,16 GB DDR4 RAM,16,High,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,High,Desain Grafis,Desain Grafis,1.0,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,1.0,0.0,0.0
HP Victus 15-fa2703TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),HP,65990,65990,INR,12538100,4.65,13th Gen Intel Core i5 13420H,Intel,Core i5,3,Mid,16 GB DDR4 RAM,16,High,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Desain Grafis,Desain Grafis,1.0,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,1.0,0.0,0.0
Asus Vivobook S 14 OLED 2025 S5406SA-QD094WS Laptop (Intel Core Ultra 7 256V/ 16GB/ 512GB SSD/ Win11 Home),Asus,114990,114990,INR,21848100,4.25,Intel Core Ultra 7 256V,Intel,Core Ultra 7,4,High,16 GB LPDDR5X RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,14.0,Medium,1920,1200,Full HD,False,No,1,1 Year,High,Programming,Programming,0.9999,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0001,0.0,0.0,0.9999
Asus Vivobook S 14 OLED 2025 S5406SA-QD098WS Laptop (Intel Core Ultra 5 226V/ 16GB/ 512GB SSD/ Win11 Home),Asus,99990,99990,INR,18998100,4.0,5th Gen Intel Core Ultra 5 226V,Intel,Core Ultra 5,3,Mid,16 GB LPDDR5X RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,14.0,Medium,1920,1200,Full HD,False,No,1,1 Year,High,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
Asus Vivobook 14 Flip TP3407SA-QL025WS Laptop (Intel Core Ultra 7 256V/ 16GB/ 512GB SSD/Win11),Asus,111990,111990,INR,21278100,4.75,Intel Core Ultra 7 256V,Intel,Core Ultra 7,4,High,16 GB LPDDR5X RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,14.0,Medium,1920,1200,Full HD,True,Yes,1,1 Year,High,Programming,Programming,0.9999,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0001,0.0,0.0,0.9999
Asus Zenbook Duo OLED 2025 UX8406CA-PZ106WS Laptop (intel Core Ultra 9 285H/ 32GB/ 1TB SSD/ Win11),Asus,239990,239990,INR,45598100,4.15,Intel Core Ultra 9 285H,Intel,Core Ultra 9,5,Premium,32 GB LPDDR5X RAM,32,Premium,SSD,1000,Large,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,14.0,Medium,2880,1800,Full HD,True,Yes,1,1 Year,Premium,Programming,Programming,0.9953,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0045,0.0,0.0001,0.9953
